Linux 2.6.18-164.el5 (redhat1.vxindia.veritas.com) 	07/10/2010 	_x86_64_	(1 CPU)

01:40:01 PM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest     %idle
01:51:31 PM       124      0.00
01:51:31 PM       125      0.00
01:51:31 PM       126      0.00
01:51:31 PM       127      0.00
01:51:31 PM       128      0.00
01:51:31 PM       129      0.00
01:51:31 PM       130      0.00
01:51:31 PM       131      0.00
01:51:31 PM       132      0.00
01:51:31 PM       133      0.00
01:51:31 PM       134      0.00
01:51:31 PM       135      0.00
01:51:31 PM       136      0.00
01:51:31 PM       137      0.00
01:51:31 PM       138      0.00
01:51:31 PM       139      0.00
01:51:31 PM       140      0.00
01:51:31 PM       141      0.00
01:51:31 PM       142      0.00
01:51:31 PM       143      0.00
01:51:31 PM       144      0.00
01:51:31 PM       145      0.00
01:51:31 PM       146      0.00
01:51:31 PM       147      0.00
01:51:31 PM       148      0.00
01:51:31 PM       149      0.00
01:51:31 PM       150      0.00
01:51:31 PM       151      0.00
01:51:31 PM       152      0.00
01:51:31 PM       153      0.00
01:51:31 PM       154      0.00
01:51:31 PM       155      0.00
01:51:31 PM       156      0.00
01:51:31 PM       157      0.00
01:51:31 PM       158      0.00
01:51:31 PM       159      0.00
01:51:31 PM       160      0.00
01:51:31 PM       161      0.00
01:51:31 PM       162      0.00
01:51:31 PM       163      0.00
01:51:31 PM       164      0.00
01:51:31 PM       165      0.00
01:51:31 PM       166      0.00
01:51:31 PM       167      0.00
01:51:31 PM       168      0.00
01:51:31 PM       169      0.00
01:51:31 PM       170      0.00
01:51:31 PM       171      0.00
01:51:31 PM       172      0.00
01:51:31 PM       173      0.00
01:51:31 PM       174      0.00
01:51:31 PM       175      0.00
01:51:31 PM       176      0.00
01:51:31 PM       177      0.00
01:51:31 PM       178      0.00
01:51:31 PM       179      0.00
01:51:31 PM       180      0.00
01:51:31 PM       181      0.00
01:51:31 PM       182      0.00
01:51:31 PM       183      0.00
01:51:31 PM       184      0.00
01:51:31 PM       185      0.00
01:51:31 PM       186      0.00
01:51:31 PM       187      0.00
01:51:31 PM       188      0.00
01:51:31 PM       189      0.00
01:51:31 PM       190      0.00
01:51:31 PM       191      0.00
01:51:31 PM       192      0.00
01:51:31 PM       193      0.00
01:51:31 PM       194      0.00
01:51:31 PM       195      0.00
01:51:31 PM       196      0.00
01:51:31 PM       197      0.00
01:51:31 PM       198      0.00
01:51:31 PM       199      0.00
01:51:31 PM       200      0.00
01:51:31 PM       201      0.00
01:51:31 PM       202      0.00
01:51:31 PM       203      0.00
01:51:31 PM       204      0.00
01:51:31 PM       205      0.00
01:51:31 PM       206      0.00
01:51:31 PM       207      0.00
01:51:31 PM       208      0.00
01:51:31 PM       209      0.00
01:51:31 PM       210      0.00
01:51:31 PM       211      0.00
01:51:31 PM       212      0.00
01:51:31 PM       213      0.00
01:51:31 PM       214      0.00
01:51:31 PM       215      0.00
01:51:31 PM       216      0.00
01:51:31 PM       217      0.00
01:51:31 PM       218      0.00
01:51:31 PM       219      0.00
01:51:31 PM       220      0.00
01:51:31 PM       221      0.00
01:51:31 PM       222      0.00
01:51:31 PM       223      0.00
01:51:31 PM       224      0.00
01:51:31 PM       225      0.00
01:51:31 PM       226      0.00
01:51:31 PM       227      0.00
01:51:31 PM       228      0.00
01:51:31 PM       229      0.00
01:51:31 PM       230      0.00
01:51:31 PM       231      0.00
01:51:31 PM       232      0.00
01:51:31 PM       233      0.00
01:51:31 PM       234      0.00
01:51:31 PM       235      0.00
01:51:31 PM       236      0.00
01:51:31 PM       237      0.00
01:51:31 PM       238      0.00
01:51:41 PM       sum   1026.93
01:51:41 PM         0    986.09
01:51:41 PM         1      0.00
01:51:41 PM         2      0.00
01:51:41 PM         3      0.00
01:51:41 PM         4      0.00
01:51:41 PM         5      0.00
01:51:41 PM         6      0.00
01:51:41 PM         7      0.00
01:51:41 PM         8      0.00
01:51:41 PM         9      0.00
01:51:41 PM        10      0.00
01:51:41 PM        11      0.00
01:51:41 PM        12      0.00
01:51:41 PM        13      0.00
01:51:41 PM        14      0.00
01:51:41 PM        15      9.01
01:51:41 PM        16      0.00
01:51:41 PM        17      0.00
01:51:41 PM        18      0.00
01:51:41 PM        19      0.00
01:51:41 PM        20      0.00
01:51:41 PM        21      0.00
01:51:41 PM        22      0.00
01:51:41 PM        23      0.00
01:51:41 PM        24      0.00
01:51:41 PM        25      0.00
01:51:41 PM        26      0.00
01:51:41 PM        27      0.00
01:51:41 PM        28      0.00
01:51:41 PM        29      0.00
01:51:41 PM        30      0.00
01:51:41 PM        31      0.00
01:51:41 PM        32      0.00
01:51:41 PM        33      0.00
01:51:41 PM        34      0.00
01:51:41 PM        35      0.00
01:51:41 PM        36      0.00
01:51:41 PM        37      0.00
01:51:41 PM        38      0.00
01:51:41 PM        39      0.00
01:51:41 PM        40      0.00
01:51:41 PM        41      0.00
01:51:41 PM        42      0.00
01:51:41 PM        43      0.00
01:51:41 PM        44      0.00
01:51:41 PM        45      0.00
01:51:41 PM        46      0.00
01:51:41 PM        47      0.00
01:51:41 PM        48      0.00
01:51:41 PM        49      0.00
01:51:41 PM        50      0.00
01:51:41 PM        51     29.93
01:51:41 PM        52      0.00
01:51:41 PM        53      0.00
01:51:41 PM        54      0.00
01:51:41 PM        55      0.00
01:51:41 PM        56      0.00
01:51:41 PM        57      0.00
01:51:41 PM        58      0.00
01:51:41 PM        59      1.90
01:51:41 PM        60      0.00
01:51:41 PM        61      0.00
01:51:41 PM        62      0.00
01:51:41 PM        63      0.00
01:51:41 PM        64      0.00
01:51:41 PM        65      0.00
01:51:41 PM        66      0.00
01:51:41 PM        67      0.00
01:51:41 PM        68      0.00
01:51:41 PM        69      0.00
01:51:41 PM        70      0.00
01:51:41 PM        71      0.00
01:51:41 PM        72      0.00
01:51:41 PM        73      0.00
01:51:41 PM        74      0.00
01:51:41 PM        75      0.00
01:51:41 PM        76      0.00
01:51:41 PM        77      0.00
01:51:41 PM        78      0.00
01:51:41 PM        79      0.00
01:51:41 PM        80      0.00
01:51:41 PM        81      0.00
01:51:41 PM        82      0.00
01:51:41 PM        83      0.00
01:51:41 PM        84      0.00
01:51:41 PM        85      0.00
01:51:41 PM        86      0.00
01:51:41 PM        87      0.00
01:51:41 PM        88      0.00
01:51:41 PM        89      0.00
01:51:41 PM        90      0.00
01:51:41 PM        91      0.00
01:51:41 PM        92      0.00
01:51:41 PM        93      0.00
01:51:41 PM        94      0.00
01:51:41 PM        95      0.00
01:51:41 PM        96      0.00
01:51:41 PM        97      0.00
01:51:41 PM        98      0.00
01:51:41 PM        99      0.00
01:51:41 PM       100      0.00
01:51:41 PM       101      0.00
01:51:41 PM       102      0.00
01:51:41 PM       103      0.00
01:51:41 PM       104      0.00
01:51:41 PM       105      0.00
01:51:41 PM       106      0.00
01:51:41 PM       107      0.00
01:51:41 PM       108      0.00
01:51:41 PM       109      0.00
01:51:41 PM       110      0.00
01:51:41 PM       111      0.00
01:51:41 PM       112      0.00
01:51:41 PM       113      0.00
01:51:41 PM       114      0.00
01:51:41 PM       115      0.00
01:51:41 PM       116      0.00
01:51:41 PM       117      0.00
01:51:41 PM       118      0.00
01:51:41 PM       119      0.00
01:51:41 PM       120      0.00
01:51:41 PM       121      0.00
01:51:41 PM       122      0.00
01:51:41 PM       123      0.00
01:51:41 PM       124      0.00
01:51:41 PM       125      0.00
01:51:41 PM       126      0.00
01:51:41 PM       127      0.00
01:51:41 PM       128      0.00
01:51:41 PM       129      0.00
01:51:41 PM       130      0.00
01:51:41 PM       131      0.00
01:51:41 PM       132      0.00
01:51:41 PM       133      0.00
01:51:41 PM       134      0.00
01:51:41 PM       135      0.00
01:51:41 PM       136      0.00
01:51:41 PM       137      0.00
01:51:41 PM       138      0.00
01:51:41 PM       139      0.00
01:51:41 PM       140      0.00
01:51:41 PM       141      0.00
01:51:41 PM       142      0.00
01:51:41 PM       143      0.00
01:51:41 PM       144      0.00
01:51:41 PM       145      0.00
01:51:41 PM       146      0.00
01:51:41 PM       147      0.00
01:51:41 PM       148      0.00
01:51:41 PM       149      0.00
01:51:41 PM       150      0.00
01:51:41 PM       151      0.00
01:51:41 PM       152      0.00
01:51:41 PM       153      0.00
01:51:41 PM       154      0.00
01:51:41 PM       155      0.00
01:51:41 PM       156      0.00
01:51:41 PM       157      0.00
01:51:41 PM       158      0.00
01:51:41 PM       159      0.00
01:51:41 PM       160      0.00
01:51:41 PM       161      0.00
01:51:41 PM       162      0.00
01:51:41 PM       163      0.00
01:51:41 PM       164      0.00
01:51:41 PM       165      0.00
01:51:41 PM       166      0.00
01:51:41 PM       167      0.00
01:51:41 PM       168      0.00
01:51:41 PM       169      0.00
01:51:41 PM       170      0.00
01:51:41 PM       171      0.00
01:51:41 PM       172      0.00
01:51:41 PM       173      0.00
01:51:41 PM       174      0.00
01:51:41 PM       175      0.00
01:51:41 PM       176      0.00
01:51:41 PM       177      0.00
01:51:41 PM       178      0.00
01:51:41 PM       179      0.00
01:51:41 PM       180      0.00
01:51:41 PM       181      0.00
01:51:41 PM       182      0.00
01:51:41 PM       183      0.00
01:51:41 PM       184      0.00
01:51:41 PM       185      0.00
01:51:41 PM       186      0.00
01:51:41 PM       187      0.00
01:51:41 PM       188      0.00
01:51:41 PM       189      0.00
01:51:41 PM       190      0.00
01:51:41 PM       191      0.00
01:51:41 PM       192      0.00
01:51:41 PM       193      0.00
01:51:41 PM       194      0.00
01:51:41 PM       195      0.00
01:51:41 PM       196      0.00
01:51:41 PM       197      0.00
01:51:41 PM       198      0.00
01:51:41 PM       199      0.00
01:51:41 PM       200      0.00
01:51:41 PM       201      0.00
01:51:41 PM       202      0.00
01:51:41 PM       203      0.00
01:51:41 PM       204      0.00
01:51:41 PM       205      0.00
01:51:41 PM       206      0.00
01:51:41 PM       207      0.00
01:51:41 PM       208      0.00
01:51:41 PM       209      0.00
01:51:41 PM       210      0.00
01:51:41 PM       211      0.00
01:51:41 PM       212      0.00
01:51:41 PM       213      0.00
01:51:41 PM       214      0.00
01:51:41 PM       215      0.00
01:51:41 PM       216      0.00
01:51:41 PM       217      0.00
01:51:41 PM       218      0.00
01:51:41 PM       219      0.00
01:51:41 PM       220      0.00
01:51:41 PM       221      0.00
01:51:41 PM       222      0.00
01:51:41 PM       223      0.00
01:51:41 PM       224      0.00
01:51:41 PM       225      0.00
01:51:41 PM       226      0.00
01:51:41 PM       227      0.00
01:51:41 PM       228      0.00
01:51:41 PM       229      0.00
01:51:41 PM       230      0.00
01:51:41 PM       231      0.00
01:51:41 PM       232      0.00
01:51:41 PM       233      0.00
01:51:41 PM       234      0.00
01:51:41 PM       235      0.00
01:51:41 PM       236      0.00
01:51:41 PM       237      0.00
01:51:41 PM       238      0.00
01:51:51 PM       sum   1031.66
01:51:51 PM         0    989.35
01:51:51 PM         1      0.00
01:51:51 PM         2      0.00
01:51:51 PM         3      0.00
01:51:51 PM         4      0.00
01:51:51 PM         5      0.00
01:51:51 PM         6      0.00
01:51:51 PM         7      0.00
01:51:51 PM         8      0.00
01:51:51 PM         9      0.00
01:51:51 PM        10      0.00
01:51:51 PM        11      0.00
01:51:51 PM        12      0.00
01:51:51 PM        13      0.00
01:51:51 PM        14      0.00
01:51:51 PM        15      9.05
01:51:51 PM        16      0.00
01:51:51 PM        17      0.00
01:51:51 PM        18      0.00
01:51:51 PM        19      0.00
01:51:51 PM        20      0.00
01:51:51 PM        21      0.00
01:51:51 PM        22      0.00
01:51:51 PM        23      0.00
01:51:51 PM        24      0.00
01:51:51 PM        25      0.00
01:51:51 PM        26      0.00
01:51:51 PM        27      0.00
01:51:51 PM        28      0.00
01:51:51 PM        29      0.00
01:51:51 PM        30      0.00
01:51:51 PM        31      0.00
01:51:51 PM        32      0.00
01:51:51 PM        33      0.00
01:51:51 PM        34      0.00
01:51:51 PM        35      0.00
01:51:51 PM        36      0.00
01:51:51 PM        37      0.00
01:51:51 PM        38      0.00
01:51:51 PM        39      0.00
01:51:51 PM        40      0.00
01:51:51 PM        41      0.00
01:51:51 PM        42      0.00
01:51:51 PM        43      0.00
01:51:51 PM        44      0.00
01:51:51 PM        45      0.00
01:51:51 PM        46      0.00
01:51:51 PM        47      0.00
01:51:51 PM        48      0.00
01:51:51 PM        49      0.00
01:51:51 PM        50      0.00
01:51:51 PM        51     31.36
01:51:51 PM        52      0.00
01:51:51 PM        53      0.00
01:51:51 PM        54      0.00
01:51:51 PM        55      0.00
01:51:51 PM        56      0.00
01:51:51 PM        57      0.00
01:51:51 PM        58      0.00
01:51:51 PM        59      1.91
01:51:51 PM        60      0.00
01:51:51 PM        61      0.00
01:51:51 PM        62      0.00
01:51:51 PM        63      0.00
01:51:51 PM        64      0.00
01:51:51 PM        65      0.00
01:51:51 PM        66      0.00
01:51:51 PM        67      0.00
01:51:51 PM        68      0.00
01:51:51 PM        69      0.00
01:51:51 PM        70      0.00
01:51:51 PM        71      0.00
01:51:51 PM        72      0.00
01:51:51 PM        73      0.00
01:51:51 PM        74      0.00
01:51:51 PM        75      0.00
01:51:51 PM        76      0.00
01:51:51 PM        77      0.00
01:51:51 PM        78      0.00
01:51:51 PM        79      0.00
01:51:51 PM        80      0.00
01:51:51 PM        81      0.00
01:51:51 PM        82      0.00
01:51:51 PM        83      0.00
01:51:51 PM        84      0.00
01:51:51 PM        85      0.00
01:51:51 PM        86      0.00
01:51:51 PM        87      0.00
01:51:51 PM        88      0.00
01:51:51 PM        89      0.00
01:51:51 PM        90      0.00
01:51:51 PM        91      0.00
01:51:51 PM        92      0.00
01:51:51 PM        93      0.00
01:51:51 PM        94      0.00
01:51:51 PM        95      0.00
01:51:51 PM        96      0.00
01:51:51 PM        97      0.00
01:51:51 PM        98      0.00
01:51:51 PM        99      0.00
01:51:51 PM       100      0.00
01:51:51 PM       101      0.00
01:51:51 PM       102      0.00
01:51:51 PM       103      0.00
01:51:51 PM       104      0.00
01:51:51 PM       105      0.00
01:51:51 PM       106      0.00
01:51:51 PM       107      0.00
01:51:51 PM       108      0.00
01:51:51 PM       109      0.00
01:51:51 PM       110      0.00
01:51:51 PM       111      0.00
01:51:51 PM       112      0.00
01:51:51 PM       113      0.00
01:51:51 PM       114      0.00
01:51:51 PM       115      0.00
01:51:51 PM       116      0.00
01:51:51 PM       117      0.00
01:51:51 PM       118      0.00
01:51:51 PM       119      0.00
01:51:51 PM       120      0.00
01:51:51 PM       121      0.00
01:51:51 PM       122      0.00
01:51:51 PM       123      0.00
01:51:51 PM       124      0.00
01:51:51 PM       125      0.00
01:51:51 PM       126      0.00
01:51:51 PM       127      0.00
01:51:51 PM       128      0.00
01:51:51 PM       129      0.00
01:51:51 PM       130      0.00
01:51:51 PM       131      0.00
01:51:51 PM       132      0.00
01:51:51 PM       133      0.00
01:51:51 PM       134      0.00
01:51:51 PM       135      0.00
01:51:51 PM       136      0.00
01:51:51 PM       137      0.00
01:51:51 PM       138      0.00
01:51:51 PM       139      0.00
01:51:51 PM       140      0.00
01:51:51 PM       141      0.00
01:51:51 PM       142      0.00
01:51:51 PM       143      0.00
01:51:51 PM       144      0.00
01:51:51 PM       145      0.00
01:51:51 PM       146      0.00
01:51:51 PM       147      0.00
01:51:51 PM       148      0.00
01:51:51 PM       149      0.00
01:51:51 PM       150      0.00
01:51:51 PM       151      0.00
01:51:51 PM       152      0.00
01:51:51 PM       153      0.00
01:51:51 PM       154      0.00
01:51:51 PM       155      0.00
01:51:51 PM       156      0.00
01:51:51 PM       157      0.00
01:51:51 PM       158      0.00
01:51:51 PM       159      0.00
01:51:51 PM       160      0.00
01:51:51 PM       161      0.00
01:51:51 PM       162      0.00
01:51:51 PM       163      0.00
01:51:51 PM       164      0.00
01:51:51 PM       165      0.00
01:51:51 PM       166      0.00
01:51:51 PM       167      0.00
01:51:51 PM       168      0.00
01:51:51 PM       169      0.00
01:51:51 PM       170      0.00
01:51:51 PM       171      0.00
01:51:51 PM       172      0.00
01:51:51 PM       173      0.00
01:51:51 PM       174      0.00
01:51:51 PM       175      0.00
01:51:51 PM       176      0.00
01:51:51 PM       177      0.00
01:51:51 PM       178      0.00
01:51:51 PM       179      0.00
01:51:51 PM       180      0.00
01:51:51 PM       181      0.00
01:51:51 PM       182      0.00
01:51:51 PM       183      0.00
01:51:51 PM       184      0.00
01:51:51 PM       185      0.00
01:51:51 PM       186      0.00
01:51:51 PM       187      0.00
01:51:51 PM       188      0.00
01:51:51 PM       189      0.00
01:51:51 PM       190      0.00
01:51:51 PM       191      0.00
01:51:51 PM       192      0.00
01:51:51 PM       193      0.00
01:51:51 PM       194      0.00
01:51:51 PM       195      0.00
01:51:51 PM       196      0.00
01:51:51 PM       197      0.00
01:51:51 PM       198      0.00
01:51:51 PM       199      0.00
01:51:51 PM       200      0.00
01:51:51 PM       201      0.00
01:51:51 PM       202      0.00
01:51:51 PM       203      0.00
01:51:51 PM       204      0.00
01:51:51 PM       205      0.00
01:51:51 PM       206      0.00
01:51:51 PM       207      0.00
01:51:51 PM       208      0.00
01:51:51 PM       209      0.00
01:51:51 PM       210      0.00
01:51:51 PM       211      0.00
01:51:51 PM       212      0.00
01:51:51 PM       213      0.00
01:51:51 PM       214      0.00
01:51:51 PM       215      0.00
01:51:51 PM       216      0.00
01:51:51 PM       217      0.00
01:51:51 PM       218      0.00
01:51:51 PM       219      0.00
01:51:51 PM       220      0.00
01:51:51 PM       221      0.00
01:51:51 PM       222      0.00
01:51:51 PM       223      0.00
01:51:51 PM       224      0.00
01:51:51 PM       225      0.00
01:51:51 PM       226      0.00
01:51:51 PM       227      0.00
01:51:51 PM       228      0.00
01:51:51 PM       229      0.00
01:51:51 PM       230      0.00
01:51:51 PM       231      0.00
01:51:51 PM       232      0.00
01:51:51 PM       233      0.00
01:51:51 PM       234      0.00
01:51:51 PM       235      0.00
01:51:51 PM       236      0.00
01:51:51 PM       237      0.00
01:51:51 PM       238      0.00
01:52:01 PM       sum   1025.30
01:52:01 PM         0    986.94
01:52:01 PM         1      0.00
01:52:01 PM         2      0.00
01:52:01 PM         3      0.00
01:52:01 PM         4      0.00
01:52:01 PM         5      0.00
01:52:01 PM         6      0.00
01:52:01 PM         7      0.00
01:52:01 PM         8      0.00
01:52:01 PM         9      0.00
01:52:01 PM        10      0.00
01:52:01 PM        11      0.00
01:52:01 PM        12      0.00
01:52:01 PM        13      0.00
01:52:01 PM        14      0.00
01:52:01 PM        15      9.11
01:52:01 PM        16      0.00
01:52:01 PM        17      0.00
01:52:01 PM        18      0.00
01:52:01 PM        19      0.00
01:52:01 PM        20      0.00
01:52:01 PM        21      0.00
01:52:01 PM        22      0.00
01:52:01 PM        23      0.00
01:52:01 PM        24      0.00
01:52:01 PM        25      0.00
01:52:01 PM        26      0.00
01:52:01 PM        27      0.00
01:52:01 PM        28      0.00
01:52:01 PM        29      0.00
01:52:01 PM        30      0.00
01:52:01 PM        31      0.00
01:52:01 PM        32      0.00
01:52:01 PM        33      0.00
01:52:01 PM        34      0.00
01:52:01 PM        35      0.00
01:52:01 PM        36      0.00
01:52:01 PM        37      0.00
01:52:01 PM        38      0.00
01:52:01 PM        39      0.00
01:52:01 PM        40      0.00
01:52:01 PM        41      0.00
01:52:01 PM        42      0.00
01:52:01 PM        43      0.00
01:52:01 PM        44      0.00
01:52:01 PM        45      0.00
01:52:01 PM        46      0.00
01:52:01 PM        47      0.00
01:52:01 PM        48      0.00
01:52:01 PM        49      0.00
01:52:01 PM        50      0.00
01:52:01 PM        51     27.23
01:52:01 PM        52      0.00
01:52:01 PM        53      0.00
01:52:01 PM        54      0.00
01:52:01 PM        55      0.00
01:52:01 PM        56      0.00
01:52:01 PM        57      0.00
01:52:01 PM        58      0.00
01:52:01 PM        59      2.02
01:52:01 PM        60      0.00
01:52:01 PM        61      0.00
01:52:01 PM        62      0.00
01:52:01 PM        63      0.00
01:52:01 PM        64      0.00
01:52:01 PM        65      0.00
01:52:01 PM        66      0.00
01:52:01 PM        67      0.00
01:52:01 PM        68      0.00
01:52:01 PM        69      0.00
01:52:01 PM        70      0.00
01:52:01 PM        71      0.00
01:52:01 PM        72      0.00
01:52:01 PM        73      0.00
01:52:01 PM        74      0.00
01:52:01 PM        75      0.00
01:52:01 PM        76      0.00
01:52:01 PM        77      0.00
01:52:01 PM        78      0.00
01:52:01 PM        79      0.00
01:52:01 PM        80      0.00
01:52:01 PM        81      0.00
01:52:01 PM        82      0.00
01:52:01 PM        83      0.00
01:52:01 PM        84      0.00
01:52:01 PM        85      0.00
01:52:01 PM        86      0.00
01:52:01 PM        87      0.00
01:52:01 PM        88      0.00
01:52:01 PM        89      0.00
01:52:01 PM        90      0.00
01:52:01 PM        91      0.00
01:52:01 PM        92      0.00
01:52:01 PM        93      0.00
01:52:01 PM        94      0.00
01:52:01 PM        95      0.00
01:52:01 PM        96      0.00
01:52:01 PM        97      0.00
01:52:01 PM        98      0.00
01:52:01 PM        99      0.00
01:52:01 PM       100      0.00
01:52:01 PM       101      0.00
01:52:01 PM       102      0.00
01:52:01 PM       103      0.00
01:52:01 PM       104      0.00
01:52:01 PM       105      0.00
01:52:01 PM       106      0.00
01:52:01 PM       107      0.00
01:52:01 PM       108      0.00
01:52:01 PM       109      0.00
01:52:01 PM       110      0.00
01:52:01 PM       111      0.00
01:52:01 PM       112      0.00
01:52:01 PM       113      0.00
01:52:01 PM       114      0.00
01:52:01 PM       115      0.00
01:52:01 PM       116      0.00
01:52:01 PM       117      0.00
01:52:01 PM       118      0.00
01:52:01 PM       119      0.00
01:52:01 PM       120      0.00
01:52:01 PM       121      0.00
01:52:01 PM       122      0.00
01:52:01 PM       123      0.00
01:52:01 PM       124      0.00
01:52:01 PM       125      0.00
01:52:01 PM       126      0.00
01:52:01 PM       127      0.00
01:52:01 PM       128      0.00
01:52:01 PM       129      0.00
01:52:01 PM       130      0.00
01:52:01 PM       131      0.00
01:52:01 PM       132      0.00
01:52:01 PM       133      0.00
01:52:01 PM       134      0.00
01:52:01 PM       135      0.00
01:52:01 PM       136      0.00
01:52:01 PM       137      0.00
01:52:01 PM       138      0.00
01:52:01 PM       139      0.00
01:52:01 PM       140      0.00
01:52:01 PM       141      0.00
01:52:01 PM       142      0.00
01:52:01 PM       143      0.00
01:52:01 PM       144      0.00
01:52:01 PM       145      0.00
01:52:01 PM       146      0.00
01:52:01 PM       147      0.00
01:52:01 PM       148      0.00
01:52:01 PM       149      0.00
01:52:01 PM       150      0.00
01:52:01 PM       151      0.00
01:52:01 PM       152      0.00
01:52:01 PM       153      0.00
01:52:01 PM       154      0.00
01:52:01 PM       155      0.00
01:52:01 PM       156      0.00
01:52:01 PM       157      0.00
01:52:01 PM       158      0.00
01:52:01 PM       159      0.00
01:52:01 PM       160      0.00
01:52:01 PM       161      0.00
01:52:01 PM       162      0.00
01:52:01 PM       163      0.00
01:52:01 PM       164      0.00
01:52:01 PM       165      0.00
01:52:01 PM       166      0.00
01:52:01 PM       167      0.00
01:52:01 PM       168      0.00
01:52:01 PM       169      0.00
01:52:01 PM       170      0.00
01:52:01 PM       171      0.00
01:52:01 PM       172      0.00
01:52:01 PM       173      0.00
01:52:01 PM       174      0.00
01:52:01 PM       175      0.00
01:52:01 PM       176      0.00
01:52:01 PM       177      0.00
01:52:01 PM       178      0.00
01:52:01 PM       179      0.00
01:52:01 PM       180      0.00
01:52:01 PM       181      0.00
01:52:01 PM       182      0.00
01:52:01 PM       183      0.00
01:52:01 PM       184      0.00
01:52:01 PM       185      0.00
01:52:01 PM       186      0.00
01:52:01 PM       187      0.00
01:52:01 PM       188      0.00
01:52:01 PM       189      0.00
01:52:01 PM       190      0.00
01:52:01 PM       191      0.00
01:52:01 PM       192      0.00
01:52:01 PM       193      0.00
01:52:01 PM       194      0.00
01:52:01 PM       195      0.00
01:52:01 PM       196      0.00
01:52:01 PM       197      0.00
01:52:01 PM       198      0.00
01:52:01 PM       199      0.00
01:52:01 PM       200      0.00
01:52:01 PM       201      0.00
01:52:01 PM       202      0.00
01:52:01 PM       203      0.00
01:52:01 PM       204      0.00
01:52:01 PM       205      0.00
01:52:01 PM       206      0.00
01:52:01 PM       207      0.00
01:52:01 PM       208      0.00
01:52:01 PM       209      0.00
01:52:01 PM       210      0.00
01:52:01 PM       211      0.00
01:52:01 PM       212      0.00
01:52:01 PM       213      0.00
01:52:01 PM       214      0.00
01:52:01 PM       215      0.00
01:52:01 PM       216      0.00
01:52:01 PM       217      0.00
01:52:01 PM       218      0.00
01:52:01 PM       219      0.00
01:52:01 PM       220      0.00
01:52:01 PM       221      0.00
01:52:01 PM       222      0.00
01:52:01 PM       223      0.00
01:52:01 PM       224      0.00
01:52:01 PM       225      0.00
01:52:01 PM       226      0.00
01:52:01 PM       227      0.00
01:52:01 PM       228      0.00
01:52:01 PM       229      0.00
01:52:01 PM       230      0.00
01:52:01 PM       231      0.00
01:52:01 PM       232      0.00
01:52:01 PM       233      0.00
01:52:01 PM       234      0.00
01:52:01 PM       235      0.00
01:52:01 PM       236      0.00
01:52:01 PM       237      0.00
01:52:01 PM       238      0.00
01:52:11 PM       sum   1022.87
01:52:11 PM         0    988.47
01:52:11 PM         1      0.00
01:52:11 PM         2      0.00
01:52:11 PM         3      0.00
01:52:11 PM         4      0.00
01:52:11 PM         5      0.00
01:52:11 PM         6      0.00
01:52:11 PM         7      0.00
01:52:11 PM         8      0.00
01:52:11 PM         9      0.00
01:52:11 PM        10      0.00
01:52:11 PM        11      0.00
01:52:11 PM        12      0.00
01:52:11 PM        13      0.00
01:52:11 PM        14      0.00
01:52:11 PM        15      9.03
01:52:11 PM        16      0.00
01:52:11 PM        17      0.00
01:52:11 PM        18      0.00
01:52:11 PM        19      0.00
01:52:11 PM        20      0.00
01:52:11 PM        21      0.00
01:52:11 PM        22      0.00
01:52:11 PM        23      0.00
01:52:11 PM        24      0.00
01:52:11 PM        25      0.00
01:52:11 PM        26      0.00
01:52:11 PM        27      0.00
01:52:11 PM        28      0.00
01:52:11 PM        29      0.00
01:52:11 PM        30      0.00
01:52:11 PM        31      0.00
01:52:11 PM        32      0.00
01:52:11 PM        33      0.00
01:52:11 PM        34      0.00
01:52:11 PM        35      0.00
01:52:11 PM        36      0.00
01:52:11 PM        37      0.00
01:52:11 PM        38      0.00
01:52:11 PM        39      0.00
01:52:11 PM        40      0.00
01:52:11 PM        41      0.00
01:52:11 PM        42      0.00
01:52:11 PM        43      0.00
01:52:11 PM        44      0.00
01:52:11 PM        45      0.00
01:52:11 PM        46      0.00
01:52:11 PM        47      0.00
01:52:11 PM        48      0.00
01:52:11 PM        49      0.00
01:52:11 PM        50      0.00
01:52:11 PM        51     23.47
01:52:11 PM        52      0.00
01:52:11 PM        53      0.00
01:52:11 PM        54      0.00
01:52:11 PM        55      0.00
01:52:11 PM        56      0.00
01:52:11 PM        57      0.00
01:52:11 PM        58      0.00
01:52:11 PM        59      1.91
01:52:11 PM        60      0.00
01:52:11 PM        61      0.00
01:52:11 PM        62      0.00
01:52:11 PM        63      0.00
01:52:11 PM        64      0.00
01:52:11 PM        65      0.00
01:52:11 PM        66      0.00
01:52:11 PM        67      0.00
01:52:11 PM        68      0.00
01:52:11 PM        69      0.00
01:52:11 PM        70      0.00
01:52:11 PM        71      0.00
01:52:11 PM        72      0.00
01:52:11 PM        73      0.00
01:52:11 PM        74      0.00
01:52:11 PM        75      0.00
01:52:11 PM        76      0.00
01:52:11 PM        77      0.00
01:52:11 PM        78      0.00
01:52:11 PM        79      0.00
01:52:11 PM        80      0.00
01:52:11 PM        81      0.00
01:52:11 PM        82      0.00
01:52:11 PM        83      0.00
01:52:11 PM        84      0.00
01:52:11 PM        85      0.00
01:52:11 PM        86      0.00
01:52:11 PM        87      0.00
01:52:11 PM        88      0.00
