
16:16:46	CPU minf mjf xcal  intr ithr  csw icsw migr smtx  srw syscl  usr sys  wt idl
16:16:46	  0    0   0   23   202    0    0    0    0    0    0     0    0   0   0 100
16:16:46	  1    0   0   54   171   11  286    0    4    0   24   128    0   1   0  99
16:16:46	  2    0   0    1     5    0    2    0    0    0    0     0    0   0   0 100
16:16:46	  3    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
16:16:46	  4    6   0   25     4    0   17    0    6   16    0   104    0   0   0  99
16:16:46	  5    0   0    2     7    0    4    0    0    0    0     0    0   0   0 100
16:16:46	  6    0   0    1     5    0    1    0    0    0    0     0    0   0   0 100
16:16:46	  7    0   0    0     3    1    2    0    0    0    0     0    0   0   0 100
16:16:46	  8    0   0    0     5    2    3    0    0    0    0     3    0   0   0 100
16:16:46	  9    0   0    9    51   11   48    0    0    0    0    34    0   0   0 100
16:16:46	 10   35   0  131    78   31   86    0    2    0    0   143    0   0   0  99
16:16:46	 11    0   0    1    16    6   16    0    0    0    0    14    0   0   0 100
16:16:46	 12    0   0    1     5    0    7    0    0    0    0     2    0   0   0 100
16:16:46	 13    0   0    3    11    0    6    0    0    0    0     0    0   0   0 100
16:16:46	 14    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
16:16:46	 15    0   0    2    39   16   44    0    1    0    0    37    0   0   0 100
16:16:46	 16    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
16:16:46	 17    0   0    2     7    0    3    0    0    0    0     0    0   0   0 100
16:16:46	 18    0   0    1     4    0    3    0    0    0    0     0    0   0   0 100
16:16:46	 19    0   0   79    51    1   42    0    3   97    0     9    0   0   0 100
16:16:46	 20    0   0    5    15    0   20    0    2    2    0     5    0   0   0 100
16:16:46	 21    1   0    1     2    0   17    0    6   18    0    81    0   0   0 100
16:16:46	 22    0   0    1     7    1    3    0    0    0    0     1    0   0   0 100
16:16:46	 23    0   0    0     3    0    1    0    0    0    0     0    0   0   0 100
16:16:46	 24    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
16:16:46	 25   26   0    9    12    0    1    9    0    0    0   423   94   1   0   5
16:16:46	 26    0   0    0    11    0    0    0    0    0    0     0    0   0   0 100
16:16:46	 27    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
16:16:46	 28    0   0    0     2    0    1    0    0    0    0     0    0   0   0 100
16:16:46	 29    0   0    1     8    4    0    0    0    0    0     0    0   0   0 100
16:16:46	 30    0   0    0     3    0    1    0    0    0    0     0    0   0   0 100
16:16:46	 31    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
16:16:46	 32    0   0    1     3    0    3    0    0    0    0     0    0   0   0 100
16:16:46	 33    0   0    1     4    0    2    0    0    0    0     0    0   0   0 100
16:16:46	 34    0   0  164   181  169   34    0    1    0    0    13    0   0   0 100
16:16:46	 35    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
16:16:46	 36    0   0    1     2    0    2    0    0    0    0     0    0   0   0 100
16:16:46	 37    0   0   25    99   11  104    0    4    0    0    32    0   0   0  99
16:16:46	 38    0   0   12    37    1   27    0    0    0    0     0    0   0   0 100
16:16:46	 39    0   0    3    13    0   17    0    1    0    0     4    0   0   0 100
16:16:46	 40    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
16:16:46	 41    0   0    0     2    0    1    0    0    0    0     0    0   0   0 100
16:16:46	 42    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
16:16:46	 43    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
16:16:46	 44    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
