CPU minf mjf xcal  intr ithr  csw icsw migr smtx  srw syscl  usr sys  wt idl
 27    0   0    8    23    0   14    0    0    0    0     1    0   0   0 100
 28    0   0   12    56    2   84    0    1    0    0   691    3   1   0  96
 29    0   0   10    39    4   38    0    0    0    0     0    0   0   0 100
 30    0   0    1     4    0    1    0    0    0    0     0    0   0   0 100
 31    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 32    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 33    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 34    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 35    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 36    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 37    0   0    3    10    0    0    7    0    0    0 11189   99   1   0   0
 38    0   0  500     6    4    0    0    0    0    0     0    0   0   0 100
 39    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 40    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 41    0   0    0     2    0    1    0    0    0    0     0    0   0   0 100
 42    0   0    1     5    0    2    0    0    0    0     0    0   0   0 100
 43    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 44    0   0    0     3    1    2    0    0    0    0     0    0   0   0 100
 45    0   0    0     2    0    2    0    0    0    0     0    0   0   0 100
 46    0   0   11   112   39  115    0    1    0    0    78    0   0   0 100
 47    0   0    1    44   20   41    0    0    0    0    38    0   0   0 100
 48    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 49    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 50    0   0    0     2    0    1    0    0    0    0     0    0   0   0 100
 51    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 52    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 53    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 54    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 55    0   0 4770   102   27   94    0    1    1    0   129    0   0   0 100
 56   74   0  273    65   10   75    1    3    8    0   648    0   4   0  95
 57    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 58    0   0   40    71   70    0    0    0    0    0     0    0   0   0 100
 59    0   0   43    69   67    0    0    0    0    0     0    0   0   0 100
 60    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 61    0   0    0     3    0    1    0    0    0    0     0    0   0   0 100
 62   36   0  125     4    0    3    0    0    3    0    29    0   0   0  99
 63    0   0    2    11    0    8    0    0    0    0     0    0   0   0 100
Sun Jul 11 16:22:40 IST 2010
CPU minf mjf xcal  intr ithr  csw icsw migr smtx  srw syscl  usr sys  wt idl
  0    0   0   10   227   10   33    0    1    1    0   140    0   0   0 100
  1    0   0   11    30    1   21    0    0    0    0     3    0   0   0 100
  2    0   0    2    33    1   49    0    0    0    0   152    0   0   0  99
  3    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
  4    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
  5    0   0    5    29    5   25    0    0    0    0    12    0   0   0 100
  6    0   0    7    13    0   15    0    0    0    0     0    0   0   0 100
  7    0   0    1     6    1    4    0    0    0    0     3    0   0   0 100
  8    0   0    2     7    0    4    0    0    0    0     0    0   0   0 100
  9    0   0    7    25    1   18    0    0    0    0     3    0   0   0 100
 10   36   0  146    92   18   91    0    3    1    0   320    1   0   0  99
 11    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 12    0   0    9    25    1   17    0    0    0    0     0    0   0   0 100
 13    0   0    1     6    1    4    0    0    0    0     1    0   0   0 100
 14    0   0    0     2    0    1    0    0    0    0     0    0   0   0 100
 15    0   0    0     1    0    1    0    0    0    0     0    0   0   0 100
 16    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 17    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 18    0   0    0     4    1    2    0    0    0    0     3    0   0   0 100
 19    0   0   15   119   39  112    0    1    0    0    55    0   2   0  98
 20    0   0    5    16    0   27    0    1    0    0   105    0   0   0 100
 21    0   0    5    14    0    9    0    0    0    0     0    0   0   0 100
 22    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 23    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 24    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 25    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 26    0   0    8    26    0   17    0    0    0    0     0    0   0   0 100
 27    0   0    5    19    1   11    0    0    0    0     1    0   0   0 100
 28    0   0  144    66    5  117    0    1    2    0  1612    9   1   0  90
 29    0   0    2    11    4    4    0    0    0    0     0    0   0   0 100
 30    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 31    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 32    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 33    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 34    0   0    0     2    1    0    0    0    0    0     0    0   0   0 100
 35    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 36    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 37    0   0    1    12    1    3    7    0    0    0 10960   98   1   0   1
 38    0   0    0     2    1    0    0    0    0    0     0    0   0   0 100
 39    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 40    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 41    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 42    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 43    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 44    0   0    0     3    1    2    0    0    0    0     0    0   0   0 100
 45    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 46   36   0  160   156   39  211    0    3    3    0   110    0   0   0  99
 47    0   0    1    42   19   40    0    0    0    0    37    0   0   0 100
 48    0   0    0     2    0    0    0    0    0    0     0    0   0   0 100
 49    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 50    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 51    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 52    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 53    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 54    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 55    0   0 4820    58   12   56    0    1    0    0   101    0   0   0 100
 56   74   0  278    74    6   99    0    4    9    0   637    0   4   0  95
 57    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 58    0   0   54    92   91    0    0    0    0    0     0    0   0   0 100
 59    0   0   54    91   90    0    0    0    0    0     0    0   0   0 100
 60    0   0    0     2    0    1    0    0    0    0     0    0   0   0 100
 61    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 62    0   0    1     3    0    1    0    0    0    0     0    0   0   0 100
 63   36   0  126     3    0    3    0    0    2    0    29    0   0   0 100
Sun Jul 11 16:22:42 IST 2010
CPU minf mjf xcal  intr ithr  csw icsw migr smtx  srw syscl  usr sys  wt idl
  0   36   0  141   206    0    8    0    1    4    0   150    0   1   0  99
  1    0   0   27    85   19   90    0    2    0    0    40    0   0   0 100
  2    0   0    1    46    1   83    0    0    0    0   294    0   0   0  99
  3    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
  4    0   0    0     2    0    1    0    0    0    0     0    0   0   0 100
  5    0   0    8    34    4   23    0    0    0    0     7    0   0   0 100
  6    0   0    8    23    0   15    0    1    1    0    35    0   0   0 100
  7    0   0    0     3    1    2    0    0    0    0     3    0   0   0 100
  8    0   0    2     8    0    5    0    0    0    0     0    0   0   0 100
  9    0   0    3    13    1    9    0    0    0    0     3    0   0   0 100
 10    0   0   33    99   14  130    2    4    1    0   544   11   0   0  88
 11    0   0    1     4    0    2    0    0    0    0     0    0   0   0 100
 12    0   0    6    20    1   14    0    0    0    0     0    0   0   0 100
 13    0   0    1     6    1    4    0    0    0    0     1    0   0   0 100
 14    0   0    0     3    0    2    0    0    0    0     0    0   0   0 100
 15    0   0    1     4    0    2    0    0    0    0     0    0   0   0 100
 16    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 17    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 18    0   0   12    32    3   42    0    2    0    0     7    0   0   0 100
 19    0   0    8    70   20   70    0    0    3    0    20    0   2   0  98
 20    0   0    3    13    0   23    0    0    0    0   105    0   0   0 100
 21    0   0    3    13    0    9    0    0    0    0     0    0   0   0 100
 22    0   0    3     4    0    3    0    0    0    0     0    0   0   0 100
 23    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 24    0   0    0     1    0    1    0    0    0    0     1    0   0   0 100
 25    0   0    0     5    0    9    0    0    0    0    11    1   0   0  99
 26    0   0    6    15    0   12    0    0    0    0     0    0   0   0 100
 27    0   0    1     8    0    8    0    0    0    0     7    0   0   0 100
 28   36   0  141    41    2   70    0    3    3    0   805    4   1   0  95
 29    0   0   14    53   13   72    0    1    0    0  1058    6   0   0  94
 30    0   0    0     2    0    1    0    0    0    0     0    0   0   0 100
 31    0   0    0     2    0    2    0    0    0    0     3    0   0   0 100
 32    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 33    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 34    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 35    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 36    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 37    0   0    4     8    0    1    7    0    0    0 11172  100   0   0   0
 38    0   0  502     5    4    0    0    0    0    0     0    0   0   0 100
 39    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 40    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 41    0   0    0     2    0    2    0    0    0    0     0    0   0   0 100
 42    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 43    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 44    0   0    0     3    1    2    0    0    0    0     0    0   0   0 100
 45    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 46    0   0   71   234   72  300    0    5    1    0   111    1   1   0  98
 47    0   0    3    49   19   51    0    0    0    0   225    1   0   0  99
 48    0   0    2     7    0    5    0    0    0    0     0    0   0   0 100
 49    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 50    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 51    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 52    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 53    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 54    0   0    0     2    0    1    0    0    0    0     0    0   0   0 100
 55    0   0 4696    72   14   66    0    1    2    0   106    0   1   0  99
 56   74   0  289    97   10  112    1    5   17    0   663    0   4   0  95
 57    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 58    0   0   78   124  123    0    0    0    0    0     0    0   0   0 100
 59    0   0   72   113  112    0    0    0    0    0     0    0   0   0 100
 60   36   0  125     1    0    1    0    0    2    0    30    0   0   0 100
 61    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
 62    0   0    0     2    0    1    0    0    0    0     0    0   0   0 100
